date,precio_dolar
,USDMXN=X
2024-09-09,19.940200805664062
2024-09-10,19.89137077331543
2024-09-11,20.08941078186035
2024-09-12,19.795900344848633
2024-09-13,19.52079963684082
2024-09-16,19.15220069885254
2024-09-17,19.20560073852539
2024-09-18,19.115530014038086
2024-09-19,19.243270874023438
2024-09-20,19.299999237060547
2024-09-23,19.37656021118164
2024-09-24,19.4153995513916
2024-09-25,19.30820083618164
2024-09-26,19.636600494384766
2024-09-27,19.61591911315918
2024-09-30,19.63050079345703
2024-10-01,19.66360092163086
2024-10-02,19.626440048217773
2024-10-03,19.408199310302734
2024-10-04,19.335500717163086
2024-10-07,19.27667999267578
2024-10-08,19.289670944213867
2024-10-09,19.345399856567383
2024-10-10,19.467449188232422
2024-10-11,19.438400268554688
2024-10-14,19.29953956604004
2024-10-15,19.425949096679688
2024-10-16,19.695100784301758
2024-10-17,19.898700714111328
2024-10-18,19.816810607910156
2024-10-21,19.868560791015625
2024-10-22,19.960800170898438
2024-10-23,19.936199188232422
2024-10-24,19.832460403442383
2024-10-25,19.814199447631836
2024-10-28,19.946569442749023
2024-10-29,20.02873992919922
2024-10-30,20.05377960205078
2024-10-31,20.1639404296875
2024-11-01,20.050689697265625
2024-11-04,20.081819534301758
2024-11-05,20.093900680541992
2024-11-06,20.13159942626953
2024-11-07,20.167009353637695
2024-11-08,19.793569564819336
2024-11-11,20.13759994506836
2024-11-12,20.339500427246094
2024-11-13,20.582700729370117
2024-11-14,20.518400192260742
2024-11-15,20.438600540161133
2024-11-18,20.356170654296875
2024-11-19,20.213289260864258
2024-11-20,20.10972023010254
2024-11-21,20.274620056152344
2024-11-22,20.414119720458984
2024-11-25,20.350839614868164
2024-11-26,20.580469131469727
2024-11-27,20.65250015258789
2024-11-28,20.598169326782227
2024-11-29,20.436199188232422
2024-12-02,20.378610610961914
2024-12-03,20.40690040588379
2024-12-04,20.30389976501465
2024-12-05,20.308639526367188
2024-12-06,20.19179916381836
2024-12-09,20.170900344848633
2024-12-10,20.245899200439453
2024-12-11,20.1607608795166
2024-12-12,20.114200592041016
2024-12-13,20.191099166870117
2024-12-16,20.105419158935547
2024-12-17,20.133819580078125
2024-12-18,20.173749923706055
2024-12-19,20.37470054626465
2024-12-20,20.333999633789062
2024-12-23,20.063430786132812
2024-12-24,20.169300079345703
2024-12-25,20.153799057006836
2024-12-26,20.156639099121094
2024-12-27,20.20479965209961
2024-12-30,20.313169479370117
2024-12-31,20.632200241088867
2025-01-02,20.83024024963379
2025-01-03,20.592899322509766
2025-01-06,20.620149612426758
2025-01-07,20.32080078125
2025-01-08,20.32733917236328
2025-01-09,20.410959243774414
2025-01-10,20.506359100341797
2025-01-13,20.70178985595703
2025-01-14,20.61046028137207
2025-01-15,20.503999710083008
2025-01-16,20.455310821533203
2025-01-17,20.83272933959961
2025-01-20,20.791290283203125
2025-01-21,20.49724006652832
2025-01-22,20.66119956970215
2025-01-23,20.48710060119629
2025-01-24,20.37883949279785
2025-01-27,20.436969757080078
2025-01-28,20.7283992767334
2025-01-29,20.540000915527344
2025-01-30,20.501800537109375
2025-01-31,20.674470901489258
2025-02-03,21.16939926147461
2025-02-04,20.385129928588867
2025-02-05,20.512420654296875
2025-02-06,20.573720932006836
2025-02-07,20.44339942932129
2025-02-10,20.600309371948242
2025-02-11,20.624610900878906
2025-02-12,20.546720504760742
2025-02-13,20.543489456176758
2025-02-14,20.415189743041992
2025-02-17,20.312389373779297
2025-02-18,20.272600173950195
2025-02-19,20.23780059814453
2025-02-20,20.45240020751953
2025-02-21,20.29400062561035
2025-02-24,20.382829666137695
2025-02-25,20.48111915588379
2025-02-26,20.457509994506836
2025-02-27,20.394800186157227
2025-02-28,20.457599639892578
2025-03-03,20.514450073242188
2025-03-04,20.72570037841797
2025-03-05,20.530500411987305
2025-03-06,20.402780532836914
2025-03-07,20.27794075012207
2025-03-10,20.26021957397461
2025-03-11,20.35137939453125
2025-03-12,20.270299911499023
2025-03-13,20.17443084716797
2025-03-14,20.082849502563477
2025-03-17,19.92527961730957
2025-03-18,19.95507049560547
2025-03-19,19.904159545898438
2025-03-20,20.0231990814209
2025-03-21,20.127500534057617
2025-03-24,20.21017074584961
2025-03-25,20.037870407104492
2025-03-26,20.031999588012695
2025-03-27,20.257049560546875
2025-03-28,20.281999588012695
2025-03-31,20.380090713500977
2025-04-01,20.474029541015625
2025-04-02,20.328340530395508
2025-04-03,20.25830078125
2025-04-04,19.93221092224121
2025-04-07,20.621700286865234
2025-04-08,20.696550369262695
2025-04-09,20.836240768432617
2025-04-10,20.33354949951172
2025-04-11,20.594459533691406
2025-04-14,20.276779174804688
2025-04-15,20.07990074157715
2025-04-16,20.125429153442383
2025-04-17,19.915300369262695
2025-04-22,19.70330047607422
2025-04-23,19.615190505981445
2025-04-24,19.624399185180664
2025-04-25,19.600000381469727
2025-04-28,19.535160064697266
2025-04-29,19.57309913635254
2025-04-30,19.540199279785156
2025-05-01,19.589000701904297
2025-05-02,19.600889205932617
2025-05-05,19.610090255737305
2025-05-06,19.673200607299805
2025-05-07,19.644620895385742
2025-05-08,19.60308074951172
2025-05-09,19.518699645996094
2025-05-12,19.441640853881836
2025-05-13,19.60740089416504
2025-05-14,19.39310073852539
2025-05-15,19.383060455322266
2025-05-16,19.471399307250977
2025-05-19,19.451169967651367
2025-05-20,19.284900665283203
2025-05-21,19.269319534301758
2025-05-22,19.36680030822754
2025-05-23,19.32110023498535
2025-05-26,19.20479965209961
2025-05-27,19.245559692382812
2025-05-28,19.252700805664062
2025-05-29,19.385150909423828
2025-05-30,19.300100326538086
2025-06-02,19.422500610351562
2025-06-03,19.19219970703125
2025-06-04,19.224300384521484
2025-06-05,19.199350357055664
2025-06-06,19.151159286499023
2025-06-09,19.09762954711914
2025-06-10,19.037799835205078
2025-06-11,19.058759689331055
2025-06-12,18.897050857543945
2025-06-13,18.883209228515625
2025-06-16,18.947799682617188
2025-06-17,18.923349380493164
2025-06-18,19.019420623779297
2025-06-19,19.00749969482422
2025-06-20,19.02050018310547
2025-06-23,19.210100173950195
2025-06-24,19.071199417114258
2025-06-25,18.99176025390625
2025-06-26,18.89859962463379
2025-06-27,18.87881088256836
2025-06-30,18.7992000579834
2025-07-01,18.738000869750977
2025-07-02,18.737899780273438
2025-07-03,18.763700485229492
2025-07-04,18.645910263061523
2025-07-07,18.60633087158203
2025-07-08,18.643329620361328
2025-07-09,18.612340927124023
2025-07-10,18.623769760131836
2025-07-11,18.601259231567383
2025-07-14,18.65760040283203
2025-07-15,18.748369216918945
2025-07-16,18.80171012878418
2025-07-17,18.718759536743164
2025-07-18,18.752620697021484
2025-07-21,18.705299377441406
2025-07-22,18.656099319458008
2025-07-23,18.643930435180664
2025-07-24,18.53668975830078
2025-07-25,18.538549423217773
2025-07-28,18.50309944152832
2025-07-29,18.746999740600586
2025-07-30,18.747159957885742
2025-07-31,18.842899322509766
2025-08-01,18.86471939086914
2025-08-04,18.868009567260742
2025-08-05,18.871400833129883
2025-08-06,18.733230590820312
2025-08-07,18.60154914855957
2025-08-08,18.60795021057129
2025-08-11,18.582210540771484
2025-08-12,18.656200408935547
2025-08-13,18.572799682617188
2025-08-14,18.619300842285156
2025-08-15,18.801259994506836
2025-08-18,18.72348976135254
2025-08-19,18.765499114990234
2025-08-20,18.818700790405273
2025-08-21,18.768699645996094
2025-08-22,18.736299514770508
2025-08-25,18.59326934814453
2025-08-26,18.683229446411133
2025-08-27,18.6585693359375
2025-08-28,18.651199340820312
2025-08-29,18.650239944458008
2025-09-01,18.65846061706543
2025-09-02,18.648099899291992
2025-09-03,18.728700637817383
2025-09-04,18.706600189208984
2025-09-05,18.725799560546875
2025-09-08,18.726360321044922
2025-09-09,18.652870178222656
2025-09-10,18.62350082397461
2025-09-11,18.580799102783203
2025-09-12,18.45400047302246
2025-09-15,18.446989059448242
2025-09-16,18.361520767211914
2025-09-17,18.28580093383789
2025-09-18,18.30780029296875
2025-09-19,18.364200592041016
2025-09-22,18.42020034790039
2025-09-23,18.357690811157227
2025-09-24,18.346500396728516
2025-09-25,18.418739318847656
2025-09-26,18.484119415283203
